surface,population,R_m,Oh,Bo,We,cor_theirs,We_ours,cor_ours
bsi,small,6.25e-05,0.014929531,0.00053062988,0.89901446,0.7969644,0.89899324,0.7969644
bsi,small,6.25e-05,0.014929531,0.00053062988,1.0878451,0.77841503,1.0878238,0.77841503
bsi,small,6.25e-05,0.014929531,0.00053062988,1.316338,0.75912933,1.3163168,0.75912933
bsi,small,6.25e-05,0.014929531,0.00053062988,1.592824,0.73937929,1.5928028,0.73937929
bsi,small,6.25e-05,0.014929531,0.00053062988,1.9273836,0.71923723,1.9273624,0.71923723
bsi,small,6.25e-05,0.014929531,0.00053062988,2.3322147,0.69904429,2.3321935,0.69904429
bsi,small,6.25e-05,0.014929531,0.00053062988,2.8220772,0.67871479,2.822056,0.67871479
bsi,small,6.25e-05,0.014929531,0.00053062988,3.4148314,0.65840876,3.4148102,0.65840876
bsi,small,6.25e-05,0.014929531,0.00053062988,4.1320887,0.6383297,4.1320675,0.6383297
bsi,small,6.25e-05,0.014929531,0.00053062988,5,0.61854929,4.9999788,0.61854929
bsi,small,0.00033875338,0.0064127507,0.015588307,1.1883393e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,1.4379402e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,1.7399677e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,2.1054336e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,2.5476627e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,3.0827783e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,3.7302906e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,4.5138075e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,5.4618957e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,6.609122e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,7.9973138e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,9.6770839e-06,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,1.1709676e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,1.4169197e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,1.7145321e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,2.0746555e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,2.5104198e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,3.0377129e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,3.6757596e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,4.4478227e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,5.3820513e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,6.512507e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,7.8804056e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,9.5356201e-05,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00011538499,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00013962066,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00016894683,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00020443273,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00024737214,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00029933063,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00036220257,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00043828025,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00053033742,0,NaN,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00064173044,0,1.8198165e-05,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00065720776,0,3.3675491e-05,0
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00067305837,0.54072863,4.95261e-05,0.54072863
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00068929127,0.68078687,6.5758996e-05,0.68078687
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00070591567,0.7538045,8.2383399e-05,0.7538045
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00072294102,0.79894868,9.9408751e-05,0.79894868
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00074037699,0.82970376,0.00011684472,0.82970376
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00075823349,0.85201938,0.00013470122,0.85201938
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00077652065,0.86894188,0.00015298838,0.86894188
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00081442876,0.89288621,0.00019089649,0.89288621
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00085418746,0.90906984,0.00023065519,0.90906984
bsi,small,0.00033875338,0.0064127507,0.015588307,0.00093962243,0.92959223,0.00031609016,0.92959223
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0011369824,0.95032046,0.00051345014,0.95032046
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0013757962,0.96007765,0.00075226396,0.96007765
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0016647709,0.96399493,0.0010412387,0.96399493
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0020144424,0.9626413,0.0013909101,0.9626413
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0024375595,0.95985353,0.0018140272,0.95985353
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0029495489,0.95729739,0.0023260166,0.95729739
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0035690774,0.95429074,0.0029455451,0.95429074
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0043187328,0.94943478,0.0036952005,0.94943478
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0052258471,0.94700098,0.0046023149,0.94700098
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0063234934,0.94582984,0.0056999612,0.94582984
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0076516913,0.94627436,0.007028159,0.94627436
bsi,small,0.00033875338,0.0064127507,0.015588307,0.0092588663,0.94810211,0.008635334,0.94810211
bsi,small,0.00033875338,0.0064127507,0.015588307,0.011203615,0.95059984,0.010580083,0.95059984
bsi,small,0.00033875338,0.0064127507,0.015588307,0.013556842,0.95289558,0.01293331,0.95289558
bsi,small,0.00033875338,0.0064127507,0.015588307,0.016404346,0.95432851,0.015780814,0.95432851
bsi,small,0.00033875338,0.0064127507,0.015588307,0.019849944,0.95561522,0.019226412,0.95561522
bsi,small,0.00033875338,0.0064127507,0.015588307,0.024019262,0.9565037,0.02339573,0.9565037
bsi,small,0.00033875338,0.0064127507,0.015588307,0.029064311,0.9573462,0.028440778,0.9573462
bsi,small,0.00033875338,0.0064127507,0.015588307,0.035169031,0.95815835,0.034545498,0.95815835
bsi,small,0.00033875338,0.0064127507,0.015588307,0.042555997,0.95933909,0.041932464,0.95933909
bsi,small,0.00033875338,0.0064127507,0.015588307,0.051494534,0.95992062,0.050871002,0.95992062
bsi,small,0.00033875338,0.0064127507,0.015588307,0.062310539,0.96000373,0.061687006,0.96000373
bsi,small,0.00033875338,0.0064127507,0.015588307,0.075398356,0.95936702,0.074774823,0.95936702
bsi,small,0.00033875338,0.0064127507,0.015588307,0.091235161,0.9575266,0.090611629,0.9575266
bsi,small,0.00033875338,0.0064127507,0.015588307,0.11039836,0.95471996,0.10977483,0.95471996
bsi,small,0.00033875338,0.0064127507,0.015588307,0.13358663,0.95080362,0.13296309,0.95080362
bsi,small,0.00033875338,0.0064127507,0.015588307,0.1616454,0.94573334,0.16102187,0.94573334
bsi,small,0.00033875338,0.0064127507,0.015588307,0.19559769,0.9395269,0.19497416,0.9395269
bsi,small,0.00033875338,0.0064127507,0.015588307,0.23668138,0.93217506,0.23605785,0.93217506
bsi,small,0.00033875338,0.0064127507,0.015588307,0.28639436,0.92366769,0.28577083,0.92366769
bsi,small,0.00033875338,0.0064127507,0.015588307,0.34654914,0.91414305,0.34592561,0.91414305
bsi,small,0.00033875338,0.0064127507,0.015588307,0.41933895,0.90348623,0.41871542,0.90348623
bsi,small,0.00033875338,0.0064127507,0.015588307,0.50741765,0.89156165,0.50679412,0.89156165
bsi,small,0.00033875338,0.0064127507,0.015588307,0.61399656,0.87837841,0.61337303,0.87837841
bsi,small,0.00033875338,0.0064127507,0.015588307,0.7429615,0.86404684,0.74233797,0.86404684
bsi,small,0.00033875338,0.0064127507,0.015588307,0.89901446,0.84858458,0.89839093,0.84858458
bsi,small,0.00033875338,0.0064127507,0.015588307,1.0878451,0.83211252,1.0872215,0.83211252
bsi,small,0.00033875338,0.0064127507,0.015588307,1.316338,0.81446136,1.3157145,0.81446136
bsi,small,0.00033875338,0.0064127507,0.015588307,1.592824,0.7959335,1.5922005,0.7959335
bsi,small,0.00033875338,0.0064127507,0.015588307,1.9273836,0.77668414,1.9267601,0.77668414
bsi,small,0.00033875338,0.0064127507,0.015588307,2.3322147,0.7566304,2.3315912,0.7566304
bsi,small,0.00033875338,0.0064127507,0.015588307,2.8220772,0.7367672,2.8214537,0.7367672
bsi,small,0.00033875338,0.0064127507,0.015588307,3.4148314,0.71658704,3.4142079,0.71658704
bsi,small,0.00033875338,0.0064127507,0.015588307,4.1320887,0.69653053,4.1314652,0.69653053
bsi,small,0.00033875338,0.0064127507,0.015588307,5,0.6767586,4.9993765,0.6767586
