# Drop rebound on a Glaco coating, water.
# Thenarianto et al. (2023).
# Converted from data/Glaco_summary.xlsx by scripts/import_thenarianto.jl.
#
# The workbook carries impact speed and drop diameter; We, Oh and Bo are
# computed here from sigma = 0.072 N/m, rho = 997.0 kg/m^3, mu = 0.001 Pa s,
# the same water properties its own U_cap column assumes. The radius is
# taken from that U_cap column rather than from the "D (mm)" column, which
# changes meaning partway through BSi_summary; see the script for why.
We,cor,Oh,Bo,R_m,U_impact_m_s
0.4557207876,0.9381470609,0.003301713288,0.2218293106,0.001277890466,0.1604801323
0.461189023,0.9367866213,0.003083543828,0.2915921694,0.001465116279,0.1507724886
0.470997125,0.8895729288,0.003083543828,0.2915921694,0.001465116279,0.1523672924
0.4740837579,0.945821374,0.003301713288,0.2218293106,0.001277890466,0.1636814231
0.4879355367,0.9352994182,0.003083543828,0.2915921694,0.001465116279,0.1550828761
0.4963713722,0.94203736,0.003301713288,0.2218293106,0.001277890466,0.1674847298
0.4981431988,0.9564721236,0.003301713288,0.2218293106,0.001277890466,0.1677833868
0.5001312076,0.823924568,0.00970612416,0.002970249899,0.0001478702,0.49422
0.5225969423,0.9293957251,0.003301713288,0.2218293106,0.001277890466,0.1718522752
0.5731562658,0.8297553467,0.009058303876,0.003915514323,0.00016977689,0.49376
0.5842051616,0.9234096478,0.003301713288,0.2218293106,0.001277890466,0.1816998417
0.5900468012,0.9411095967,0.003301713288,0.2218293106,0.001277890466,0.1826060172
0.5901576429,0.8933571346,0.003083543828,0.2915921694,0.001465116279,0.1705558578
0.592230155,0.9076866879,0.003083543828,0.2915921694,0.001465116279,0.1708550739
0.6108365362,0.8579227099,0.003083543828,0.2915921694,0.001465116279,0.1735182364
0.6293470127,0.8560406605,0.003083543828,0.2915921694,0.001465116279,0.1761277186
0.6553856823,0.870271754,0.003301713288,0.2218293106,0.001277890466,0.1924510694
0.6584590756,0.6720792568,0.02081823067,0.000140346341,3.21428745e-05,1.2163
0.6881787387,0.9259608068,0.003301713288,0.2218293106,0.001277890466,0.1972070695
0.7013352395,0.9173206865,0.003083543828,0.2915921694,0.001465116279,0.1859282804
0.709672042,0.9073061335,0.003301713288,0.2218293106,0.001277890466,0.2002629928
0.7317532028,0.6763583575,0.01957277494,0.0001796249874,3.6363656e-05,1.2055
0.81442218,0.9334779241,0.003301713288,0.2218293106,0.001277890466,0.2145342569
0.9103322025,0.8694621335,0.003301713288,0.2218293106,0.001277890466,0.226815018
0.9661397818,0.6673805113,0.01906867031,0.0001993860271,3.8311709e-05,1.3495
1.01815332,0.782226144,0.005459694865,0.02966899768,0.00046734285,0.39665
1.045273445,0.7527145306,0.003083543828,0.2915921694,0.001465116279,0.2269852207
1.050973395,0.6965270917,0.01782766766,0.000260974601,4.38311925e-05,1.3159
1.11746476,0.8537051045,0.003301713288,0.2218293106,0.001277890466,0.2512978495
1.171675049,0.8814473212,0.003301713288,0.2218293106,0.001277890466,0.2573211269
1.193197274,0.6542141827,0.01940032422,0.0001860974439,3.7013007e-05,1.5258
1.3407082,0.8829738175,0.003083543828,0.2915921694,0.001465116279,0.2570690277
1.380481174,0.8997081901,0.003301713288,0.2218293106,0.001277890466,0.2793103945
1.390158606,0.6811545573,0.01720193937,0.0003010694643,4.70779475e-05,1.4603
1.395996544,0.9161391009,0.003301713288,0.2218293106,0.001277890466,0.280875608
1.509571394,0.5861639632,0.0128924651,0.0009541848169,8.3810883e-05,1.1405
1.729993433,0.6694771427,0.00970612416,0.002970249899,0.0001478702,0.91918
1.859375573,0.6600474515,0.009058303876,0.003915514323,0.00016977689,0.88933
2.011556975,0.6806409736,0.01206947175,0.001242290916,9.56303665e-05,1.2325
2.494823168,0.562280569,0.011621111,0.001445392385,0.000103151856,1.3216
2.521350739,0.6141835127,0.01332667589,0.0008357743079,7.84383905e-05,1.5236
2.650954617,0.5977149692,0.01355129861,0.0007817226552,7.58595941e-05,1.5886
3.312077954,0.56880203,0.01714292739,0.0003052364661,4.7402623e-05,2.2463
3.425571672,0.662131058,0.003301713288,0.2218293106,0.001277890466,0.4399855192
3.454383665,0.59325391,0.003301713288,0.2218293106,0.001277890466,0.4418319724
3.464659627,0.587680058,0.003301713288,0.2218293106,0.001277890466,0.4424886564
3.484057799,0.826962933,0.003301713288,0.2218293106,0.001277890466,0.4437256452
4.487856321,0.4958475228,0.01193610333,0.001298751556,9.77793635e-05,1.8206
4.780434529,0.4522299878,0.01763282867,0.000272702054,4.480519481e-05,2.7758
5.477052631,0.4920592333,0.01150191697,0.001506244409,0.000105300853,1.9381
5.710188683,0.5525530414,0.0107113459,0.002002627536,0.0001214183305,1.8429
6.165287875,0.4802515229,0.01138631688,0.001568351113,0.00010744985,2.0356
6.18634814,0.5411663173,0.00905846733,0.003915231718,0.000169770763,1.6222
7.003804388,0.4088953524,0.01732181496,0.0002928213781,4.64285965e-05,3.3006
7.390351756,0.4989432293,0.01039423767,0.002258425602,0.00012893982,2.0345
7.676501981,0.4122355179,0.0126514632,0.001028995165,8.70343785e-05,2.5238
7.911269824,0.3968352467,0.01750642211,0.0002806640428,4.545457e-05,3.5453
10.07225651,0.4704769162,0.006891312469,0.01168876401,0.0002933380905,1.5747
10.07812322,0.4217661598,0.01168211462,0.001415436879,0.0001020773575,2.6702
12.18134224,0.4032473027,0.007524289982,0.00822459007,0.0002460601565,1.8908
13.20397892,0.3741197474,0.01156105317,0.001475661562,0.0001042263545,3.0247
13.50368925,0.4220068027,0.01111190747,0.001729107102,0.0001128223425,2.94
13.74520045,0.3803324867,0.008112414876,0.006086613833,0.0002116762045,2.1655
14.82801162,0.3627624159,0.01061779523,0.002074144346,0.0001235673275,2.9438
15.25577248,0.4252605319,0.008837495829,0.004321748326,0.000178366751,2.4853
18.89474556,0.3367011921,0.008174899098,0.005902646248,0.000208452709,2.5585
23.74068898,0.3334626855,0.007933222879,0.006655454782,0.000221346691,2.7831
24.33182824,0.3392401926,0.007952548663,0.006590995551,0.0002202721925,2.8244
25.56594416,0.3253181577,0.008784734188,0.00442651418,0.000180515748,3.1981
25.67546149,0.3266452161,0.009029936654,0.003964948448,0.0001708452615,3.2944
33.24171083,0.3214428296,0.006878725586,0.01177455281,0.000294412589,2.8555
